,date,datatype,station,attributes,value,season
62,1978-11-01T00:00:00,TMAX,GHCND:USC00431786,"1,,,0",48.5,1978/1979
63,1978-11-01T00:00:00,TMIN,GHCND:USC00431786,"1,,,0",26.5,1978/1979
64,1978-11-01T00:00:00,EMNT,GHCND:USC00432769,",0,27,",-3.0,1978/1979
65,1978-11-01T00:00:00,EMXT,GHCND:USC00432769,",0,06,",68.0,1978/1979
66,1978-11-01T00:00:00,PRCP,GHCND:USC00432769,",,,0",1.89,1978/1979
67,1978-11-01T00:00:00,SNOW,GHCND:USC00432769,",,,0",6.7,1978/1979
68,1978-11-01T00:00:00,TAVG,GHCND:USC00432769,",0",34.8,1978/1979
69,1978-11-01T00:00:00,TMAX,GHCND:USC00432769,",,,0",47.1,1978/1979
70,1978-11-01T00:00:00,TMIN,GHCND:USC00432769,",,,0",22.4,1978/1979
71,1978-11-01T00:00:00,PRCP,GHCND:USC00433341,",,,0",1.14,1978/1979
72,1978-11-01T00:00:00,SNOW,GHCND:USC00433341,",,,0",8.9,1978/1979
73,1978-11-01T00:00:00,PRCP,GHCND:USC00434052,",,,0",0.65,1978/1979
74,1978-11-01T00:00:00,SNOW,GHCND:USC00434052,",,,0",5.0,1978/1979
75,1978-11-01T00:00:00,PRCP,GHCND:USC00434747,",,,0",2.1,1978/1979
76,1978-11-01T00:00:00,SNOW,GHCND:USC00434747,",,,0",8.0,1978/1979
77,1978-11-01T00:00:00,EMNT,GHCND:USC00435376,",0,27,",-3.0,1978/1979
78,1978-11-01T00:00:00,EMXT,GHCND:USC00435376,",0,07,",67.0,1978/1979
79,1978-11-01T00:00:00,PRCP,GHCND:USC00435376,",,,0",1.56,1978/1979
80,1978-11-01T00:00:00,SNOW,GHCND:USC00435376,",,,0",8.5,1978/1979
81,1978-11-01T00:00:00,TAVG,GHCND:USC00435376,",0",32.1,1978/1979
82,1978-11-01T00:00:00,TMAX,GHCND:USC00435376,",,,0",43.7,1978/1979
83,1978-11-01T00:00:00,TMIN,GHCND:USC00435376,",,,0",20.5,1978/1979
84,1978-11-01T00:00:00,EMNT,GHCND:USC00435416,",0,27,",-7.0,1978/1979
85,1978-11-01T00:00:00,EMXT,GHCND:USC00435416,",0,06,",55.0,1978/1979
86,1978-11-01T00:00:00,PRCP,GHCND:USC00435416,",,,0",3.26,1978/1979
87,1978-11-01T00:00:00,SNOW,GHCND:USC00435416,",,,0",17.2,1978/1979
88,1978-11-01T00:00:00,TAVG,GHCND:USC00435416,",0",26.1,1978/1979
89,1978-11-01T00:00:00,TMAX,GHCND:USC00435416,",,,0",33.4,1978/1979
90,1978-11-01T00:00:00,TMIN,GHCND:USC00435416,",,,0",18.8,1978/1979
91,1978-11-01T00:00:00,PRCP,GHCND:USC00435492,",,,0",2.08,1978/1979
92,1978-11-01T00:00:00,EMNT,GHCND:USC00435542,",0,27,",-3.0,1978/1979
93,1978-11-01T00:00:00,EMXT,GHCND:USC00435542,",0,06,",67.0,1978/1979
94,1978-11-01T00:00:00,PRCP,GHCND:USC00435542,",,,0",2.11,1978/1979
95,1978-11-01T00:00:00,SNOW,GHCND:USC00435542,",,,0",11.4,1978/1979
96,1978-11-01T00:00:00,TAVG,GHCND:USC00435542,",0",32.6,1978/1979
97,1978-11-01T00:00:00,TMAX,GHCND:USC00435542,",,,0",42.6,1978/1979
98,1978-11-01T00:00:00,TMIN,GHCND:USC00435542,",,,0",22.5,1978/1979
99,1978-11-01T00:00:00,EMNT,GHCND:USC00435632,",0,27,",-6.0,1978/1979
100,1978-11-01T00:00:00,EMXT,GHCND:USC00435632,",0,06,",56.0,1978/1979
101,1978-11-01T00:00:00,PRCP,GHCND:USC00435632,",,,0",1.8,1978/1979
102,1978-11-01T00:00:00,TAVG,GHCND:USC00435632,",0",25.7,1978/1979
103,1978-11-01T00:00:00,TMAX,GHCND:USC00435632,",,,0",35.0,1978/1979
104,1978-11-01T00:00:00,TMIN,GHCND:USC00435632,",,,0",16.4,1978/1979
105,1978-11-01T00:00:00,EMNT,GHCND:USC00435740,",0,27,",-4.0,1978/1979
106,1978-11-01T00:00:00,EMXT,GHCND:USC00435740,",0,06,",69.0,1978/1979
107,1978-11-01T00:00:00,PRCP,GHCND:USC00435740,",,,0",2.01,1978/1979
108,1978-11-01T00:00:00,SNOW,GHCND:USC00435740,",,,0",10.5,1978/1979
109,1978-11-01T00:00:00,TAVG,GHCND:USC00435740,",0",32.2,1978/1979
110,1978-11-01T00:00:00,TMAX,GHCND:USC00435740,",,,0",43.7,1978/1979
111,1978-11-01T00:00:00,TMIN,GHCND:USC00435740,",,,0",20.7,1978/1979
112,1978-11-01T00:00:00,PRCP,GHCND:USC00436335,",,,0",2.65,1978/1979
113,1978-11-01T00:00:00,SNOW,GHCND:USC00436335,",,,0",9.0,1978/1979
114,1978-11-01T00:00:00,PRCP,GHCND:USC00436500,",,,0",1.44,1978/1979
115,1978-11-01T00:00:00,SNOW,GHCND:USC00436500,"1,,,0",2.8,1978/1979
116,1978-11-01T00:00:00,EMNT,GHCND:USC00436761,",0,27,+",11.0,1978/1979
117,1978-11-01T00:00:00,EMXT,GHCND:USC00436761,",0,07,",70.0,1978/1979
118,1978-11-01T00:00:00,PRCP,GHCND:USC00436761,",,,0",1.95,1978/1979
119,1978-11-01T00:00:00,SNOW,GHCND:USC00436761,",,,0",6.6,1978/1979
120,1978-11-01T00:00:00,TAVG,GHCND:USC00436761,",0",37.3,1978/1979
121,1978-11-01T00:00:00,TMAX,GHCND:USC00436761,",,,0",48.2,1978/1979
122,1978-11-01T00:00:00,TMIN,GHCND:USC00436761,",,,0",26.4,1978/1979
123,1978-11-01T00:00:00,EMNT,GHCND:USC00436893,",0,27,",3.0,1978/1979
124,1978-11-01T00:00:00,EMXT,GHCND:USC00436893,",0,07,",73.0,1978/1979
125,1978-11-01T00:00:00,PRCP,GHCND:USC00436893,",,,0",2.08,1978/1979
126,1978-11-01T00:00:00,SNOW,GHCND:USC00436893,",,,0",10.0,1978/1979
127,1978-11-01T00:00:00,TAVG,GHCND:USC00436893,",0",34.2,1978/1979
128,1978-11-01T00:00:00,TMAX,GHCND:USC00436893,",,,0",47.1,1978/1979
129,1978-11-01T00:00:00,TMIN,GHCND:USC00436893,",,,0",21.3,1978/1979
130,1978-11-01T00:00:00,EMNT,GHCND:USC00436995,",0,27,+",11.0,1978/1979
131,1978-11-01T00:00:00,EMXT,GHCND:USC00436995,",0,06,",71.0,1978/1979
132,1978-11-01T00:00:00,PRCP,GHCND:USC00436995,",,,0",1.12,1978/1979
133,1978-11-01T00:00:00,SNOW,GHCND:USC00436995,",,,0",3.0,1978/1979
134,1978-11-01T00:00:00,TAVG,GHCND:USC00436995,",0",37.7,1978/1979
135,1978-11-01T00:00:00,TMAX,GHCND:USC00436995,",,,0",48.2,1978/1979
136,1978-11-01T00:00:00,TMIN,GHCND:USC00436995,",,,0",27.3,1978/1979
137,1978-11-01T00:00:00,EMNT,GHCND:USC00437032,",0,27,",2.0,1978/1979
138,1978-11-01T00:00:00,EMXT,GHCND:USC00437032,",0,06,+",61.0,1978/1979
139,1978-11-01T00:00:00,PRCP,GHCND:USC00437032,",,,0",1.09,1978/1979
140,1978-11-01T00:00:00,SNOW,GHCND:USC00437032,",,,0",7.3,1978/1979
141,1978-11-01T00:00:00,TAVG,GHCND:USC00437032,",0",31.7,1978/1979
142,1978-11-01T00:00:00,TMAX,GHCND:USC00437032,",,,0",41.1,1978/1979
143,1978-11-01T00:00:00,TMIN,GHCND:USC00437032,",,,0",22.4,1978/1979
144,1978-11-01T00:00:00,EMNT,GHCND:USC00437054,",0,27,",-4.0,1978/1979
145,1978-11-01T00:00:00,EMXT,GHCND:USC00437054,",0,06,",65.0,1978/1979
146,1978-11-01T00:00:00,PRCP,GHCND:USC00437054,",,,0",1.52,1978/1979
147,1978-11-01T00:00:00,SNOW,GHCND:USC00437054,",,,0",10.5,1978/1979
148,1978-11-01T00:00:00,TAVG,GHCND:USC00437054,",0",34.5,1978/1979
149,1978-11-01T00:00:00,TMAX,GHCND:USC00437054,",,,0",46.4,1978/1979
150,1978-11-01T00:00:00,TMIN,GHCND:USC00437054,",,,0",22.7,1978/1979
151,1978-11-01T00:00:00,PRCP,GHCND:USC00437098,",,,0",0.82,1978/1979
152,1978-11-01T00:00:00,SNOW,GHCND:USC00437098,",,,0",5.0,1978/1979
153,1978-11-01T00:00:00,PRCP,GHCND:USC00437152,",,,0",2.33,1978/1979
154,1978-11-01T00:00:00,SNOW,GHCND:USC00437152,",,,0",9.0,1978/1979
155,1978-11-01T00:00:00,EMNT,GHCND:USC00437607,",0,27,",10.0,1978/1979
156,1978-11-01T00:00:00,EMXT,GHCND:USC00437607,",0,06,",63.0,1978/1979
157,1978-11-01T00:00:00,PRCP,GHCND:USC00437607,",,,0",0.82,1978/1979
158,1978-11-01T00:00:00,SNOW,GHCND:USC00437607,",,,0",4.2,1978/1979
159,1978-11-01T00:00:00,TAVG,GHCND:USC00437607,",0",37.1,1978/1979
160,1978-11-01T00:00:00,TMAX,GHCND:USC00437607,",,,0",45.3,1978/1979
161,1978-11-01T00:00:00,TMIN,GHCND:USC00437607,",,,0",28.8,1978/1979
162,1978-11-01T00:00:00,PRCP,GHCND:USC00437617,",,,0",2.17,1978/1979
163,1978-11-01T00:00:00,SNOW,GHCND:USC00437617,",,,0",7.5,1978/1979
164,1978-11-01T00:00:00,PRCP,GHCND:USC00437646,",,,0",1.22,1978/1979
165,1978-11-01T00:00:00,SNOW,GHCND:USC00437646,"3,,,0",0.0,1978/1979
166,1978-11-01T00:00:00,PRCP,GHCND:USC00438556,",,,0",1.26,1978/1979
167,1978-11-01T00:00:00,SNOW,GHCND:USC00438556,",,,0",6.0,1978/1979
168,1978-11-01T00:00:00,EMNT,GHCND:USC00438600,",0,27,",11.0,1978/1979
169,1978-11-01T00:00:00,EMXT,GHCND:USC00438600,",0,07,",69.0,1978/1979
170,1978-11-01T00:00:00,PRCP,GHCND:USC00438600,",,,0",2.56,1978/1979
171,1978-11-01T00:00:00,SNOW,GHCND:USC00438600,",,,0",7.8,1978/1979
172,1978-11-01T00:00:00,TAVG,GHCND:USC00438600,",0",37.0,1978/1979
173,1978-11-01T00:00:00,TMAX,GHCND:USC00438600,",,,0",48.4,1978/1979
174,1978-11-01T00:00:00,TMIN,GHCND:USC00438600,",,,0",25.6,1978/1979
175,1978-11-01T00:00:00,PRCP,GHCND:USC00438644,",,,0",1.54,1978/1979
176,1978-11-01T00:00:00,SNOW,GHCND:USC00438644,",,,0",15.0,1978/1979
177,1978-11-01T00:00:00,PRCP,GHCND:USC00438755,",,,0",2.69,1978/1979
178,1978-11-01T00:00:00,SNOW,GHCND:USC00438755,",,,0",11.3,1978/1979
179,1978-11-01T00:00:00,EMNT,GHCND:USC00438815,",0,27,",-1.0,1978/1979
180,1978-11-01T00:00:00,EMXT,GHCND:USC00438815,",0,06,",68.0,1978/1979
181,1978-11-01T00:00:00,PRCP,GHCND:USC00438815,",,,0",1.41,1978/1979
182,1978-11-01T00:00:00,SNOW,GHCND:USC00438815,",,,0",10.4,1978/1979
183,1978-11-01T00:00:00,TAVG,GHCND:USC00438815,",0",35.3,1978/1979
184,1978-11-01T00:00:00,TMAX,GHCND:USC00438815,",,,0",46.3,1978/1979
185,1978-11-01T00:00:00,TMIN,GHCND:USC00438815,",,,0",24.4,1978/1979
186,1978-11-01T00:00:00,EMNT,GHCND:USC00439099,",0,27,",-9.0,1978/1979
187,1978-11-01T00:00:00,EMXT,GHCND:USC00439099,",0,07,",64.0,1978/1979
188,1978-11-01T00:00:00,PRCP,GHCND:USC00439099,",,,0",1.75,1978/1979
189,1978-11-01T00:00:00,SNOW,GHCND:USC00439099,",,,0",11.0,1978/1979
190,1978-11-01T00:00:00,TAVG,GHCND:USC00439099,",0",29.1,1978/1979
191,1978-11-01T00:00:00,TMAX,GHCND:USC00439099,",,,0",42.3,1978/1979
192,1978-11-01T00:00:00,TMIN,GHCND:USC00439099,",,,0",15.9,1978/1979
193,1978-11-01T00:00:00,PRCP,GHCND:USC00439735,",,,0",1.92,1978/1979
194,1978-11-01T00:00:00,SNOW,GHCND:USC00439735,",,,0",7.6,1978/1979
195,1978-11-01T00:00:00,EMNT,GHCND:USW00014742,",0,29,",7.0,1978/1979
196,1978-11-01T00:00:00,EMXT,GHCND:USW00014742,",0,06,",64.0,1978/1979
197,1978-11-01T00:00:00,PRCP,GHCND:USW00014742,",,,0",0.94,1978/1979
198,1978-11-01T00:00:00,SNOW,GHCND:USW00014742,",,,0",5.7,1978/1979
199,1978-11-01T00:00:00,TAVG,GHCND:USW00014742,",0",34.8,1978/1979
200,1978-11-01T00:00:00,TMAX,GHCND:USW00014742,",,,0",43.6,1978/1979
201,1978-11-01T00:00:00,TMIN,GHCND:USW00014742,",,,0",26.0,1978/1979
202,1978-11-01T00:00:00,EMNT,GHCND:USW00094705,",0,27,",3.0,1978/1979
203,1978-11-01T00:00:00,EMXT,GHCND:USW00094705,",0,06,",72.0,1978/1979
204,1978-11-01T00:00:00,PRCP,GHCND:USW00094705,",,,0",1.33,1978/1979
205,1978-11-01T00:00:00,SNOW,GHCND:USW00094705,",,,0",11.6,1978/1979
206,1978-11-01T00:00:00,TAVG,GHCND:USW00094705,",0",35.9,1978/1979
207,1978-11-01T00:00:00,TMAX,GHCND:USW00094705,",,,0",46.3,1978/1979
208,1978-11-01T00:00:00,TMIN,GHCND:USW00094705,",,,0",25.6,1978/1979
209,1978-12-01T00:00:00,EMNT,GHCND:USC00276234,",0,30,+",-15.0,1978/1979
210,1978-12-01T00:00:00,EMXT,GHCND:USC00276234,",0,05,",43.0,1978/1979
211,1978-12-01T00:00:00,PRCP,GHCND:USC00276234,",,,0",2.58,1978/1979
212,1978-12-01T00:00:00,SNOW,GHCND:USC00276234,",,,0",32.0,1978/1979
213,1978-12-01T00:00:00,TAVG,GHCND:USC00276234,",0",19.9,1978/1979
214,1978-12-01T00:00:00,TMAX,GHCND:USC00276234,",,,0",29.8,1978/1979
215,1978-12-01T00:00:00,TMIN,GHCND:USC00276234,",,,0",10.0,1978/1979
216,1978-12-01T00:00:00,EMNT,GHCND:USC00430277,",0,30,",-3.0,1978/1979
217,1978-12-01T00:00:00,EMXT,GHCND:USC00430277,",0,05,",53.0,1978/1979
218,1978-12-01T00:00:00,PRCP,GHCND:USC00430277,",,,0",4.42,1978/1979
219,1978-12-01T00:00:00,SNOW,GHCND:USC00430277,",,,0",32.6,1978/1979
220,1978-12-01T00:00:00,TAVG,GHCND:USC00430277,",0",23.4,1978/1979
221,1978-12-01T00:00:00,TMAX,GHCND:USC00430277,",,,0",33.4,1978/1979
222,1978-12-01T00:00:00,TMIN,GHCND:USC00430277,",,,0",13.4,1978/1979
223,1978-12-01T00:00:00,EMNT,GHCND:USC00430499,",0,31,+",3.0,1978/1979
224,1978-12-01T00:00:00,EMXT,GHCND:USC00430499,",0,07,",49.0,1978/1979
225,1978-12-01T00:00:00,PRCP,GHCND:USC00430499,",,,0",3.04,1978/1979
226,1978-12-01T00:00:00,SNOW,GHCND:USC00430499,",,,0",22.5,1978/1979
227,1978-12-01T00:00:00,TAVG,GHCND:USC00430499,",0",24.9,1978/1979
228,1978-12-01T00:00:00,TMAX,GHCND:USC00430499,",,,0",34.7,1978/1979
229,1978-12-01T00:00:00,TMIN,GHCND:USC00430499,",,,0",15.1,1978/1979
230,1978-12-01T00:00:00,PRCP,GHCND:USC00430661,",,,0",3.81,1978/1979
231,1978-12-01T00:00:00,SNOW,GHCND:USC00430661,",,,0",35.0,1978/1979
232,1978-12-01T00:00:00,EMNT,GHCND:USC00430922,"1,0,30,",-9.0,1978/1979
233,1978-12-01T00:00:00,EMXT,GHCND:USC00430922,",0,05,",47.0,1978/1979
234,1978-12-01T00:00:00,PRCP,GHCND:USC00430922,"1,,,0",1.88,1978/1979
235,1978-12-01T00:00:00,SNOW,GHCND:USC00430922,",,,0",15.5,1978/1979
236,1978-12-01T00:00:00,TAVG,GHCND:USC00430922,"1,0",24.2,1978/1979
237,1978-12-01T00:00:00,TMAX,GHCND:USC00430922,",,,0",33.1,1978/1979
238,1978-12-01T00:00:00,TMIN,GHCND:USC00430922,"1,,,0",15.3,1978/1979
239,1978-12-01T00:00:00,PRCP,GHCND:USC00431213,",,,0",2.81,1978/1979
240,1978-12-01T00:00:00,SNOW,GHCND:USC00431213,",,,0",46.9,1978/1979
241,1978-12-01T00:00:00,EMNT,GHCND:USC00431243,",0,29,",-10.0,1978/1979
242,1978-12-01T00:00:00,EMXT,GHCND:USC00431243,",0,07,",48.0,1978/1979
243,1978-12-01T00:00:00,PRCP,GHCND:USC00431243,",,,0",3.58,1978/1979
244,1978-12-01T00:00:00,SNOW,GHCND:USC00431243,",,,0",31.3,1978/1979
245,1978-12-01T00:00:00,TAVG,GHCND:USC00431243,",0",23.0,1978/1979
246,1978-12-01T00:00:00,TMAX,GHCND:USC00431243,",,,0",34.0,1978/1979
247,1978-12-01T00:00:00,TMIN,GHCND:USC00431243,",,,0",12.0,1978/1979
248,1978-12-01T00:00:00,EMNT,GHCND:USC00431360,",0,31,",-13.0,1978/1979
249,1978-12-01T00:00:00,EMXT,GHCND:USC00431360,",0,05,",46.0,1978/1979
250,1978-12-01T00:00:00,PRCP,GHCND:USC00431360,",,,0",2.88,1978/1979
251,1978-12-01T00:00:00,SNOW,GHCND:USC00431360,",,,0",34.5,1978/1979
252,1978-12-01T00:00:00,TAVG,GHCND:USC00431360,",0",18.5,1978/1979
253,1978-12-01T00:00:00,TMAX,GHCND:USC00431360,",,,0",32.0,1978/1979
254,1978-12-01T00:00:00,TMIN,GHCND:USC00431360,",,,0",5.0,1978/1979
255,1978-12-01T00:00:00,PRCP,GHCND:USC00431433,",,,0",3.54,1978/1979
256,1978-12-01T00:00:00,SNOW,GHCND:USC00431433,",,,0",32.5,1978/1979
257,1978-12-01T00:00:00,EMNT,GHCND:USC00431580,",0,30,",-4.0,1978/1979
258,1978-12-01T00:00:00,EMXT,GHCND:USC00431580,",0,04,",48.0,1978/1979
259,1978-12-01T00:00:00,PRCP,GHCND:USC00431580,",,,0",2.5,1978/1979
260,1978-12-01T00:00:00,SNOW,GHCND:USC00431580,"1,,,0",19.5,1978/1979
261,1978-12-01T00:00:00,TAVG,GHCND:USC00431580,",0",25.8,1978/1979
262,1978-12-01T00:00:00,TMAX,GHCND:USC00431580,",,,0",34.2,1978/1979
263,1978-12-01T00:00:00,TMIN,GHCND:USC00431580,",,,0",17.3,1978/1979
264,1978-12-01T00:00:00,PRCP,GHCND:USC00431715,"1,,,0",2.65,1978/1979
265,1978-12-01T00:00:00,EMNT,GHCND:USC00431786,"1,0,20,",4.0,1978/1979
266,1978-12-01T00:00:00,EMXT,GHCND:USC00431786,",0,04,",57.0,1978/1979
267,1978-12-01T00:00:00,PRCP,GHCND:USC00431786,",,,0",3.48,1978/1979
268,1978-12-01T00:00:00,SNOW,GHCND:USC00431786,",,,0",24.5,1978/1979
269,1978-12-01T00:00:00,TAVG,GHCND:USC00431786,"1,0",27.5,1978/1979
270,1978-12-01T00:00:00,TMAX,GHCND:USC00431786,",,,0",37.4,1978/1979
271,1978-12-01T00:00:00,TMIN,GHCND:USC00431786,"1,,,0",17.6,1978/1979
272,1978-12-01T00:00:00,EMNT,GHCND:USC00432769,",0,30,",-17.0,1978/1979
273,1978-12-01T00:00:00,EMXT,GHCND:USC00432769,",0,04,",51.0,1978/1979
274,1978-12-01T00:00:00,PRCP,GHCND:USC00432769,",,,0",3.37,1978/1979
275,1978-12-01T00:00:00,SNOW,GHCND:USC00432769,",,,0",36.5,1978/1979
276,1978-12-01T00:00:00,TAVG,GHCND:USC00432769,",0",22.2,1978/1979
277,1978-12-01T00:00:00,TMAX,GHCND:USC00432769,",,,0",31.7,1978/1979
278,1978-12-01T00:00:00,TMIN,GHCND:USC00432769,",,,0",12.7,1978/1979
279,1978-12-01T00:00:00,PRCP,GHCND:USC00433341,",,,0",1.93,1978/1979
280,1978-12-01T00:00:00,SNOW,GHCND:USC00433341,",,,0",19.9,1978/1979
281,1978-12-01T00:00:00,PRCP,GHCND:USC00434052,",,,0",2.46,1978/1979
282,1978-12-01T00:00:00,SNOW,GHCND:USC00434052,",,,0",28.9,1978/1979
283,1978-12-01T00:00:00,PRCP,GHCND:USC00434747,",,,0",3.8,1978/1979
284,1978-12-01T00:00:00,SNOW,GHCND:USC00434747,",,,0",31.4,1978/1979
285,1978-12-01T00:00:00,EMNT,GHCND:USC00435376,",0,31,+",-10.0,1978/1979
286,1978-12-01T00:00:00,EMXT,GHCND:USC00435376,",0,05,",48.0,1978/1979
287,1978-12-01T00:00:00,PRCP,GHCND:USC00435376,",,,0",3.14,1978/1979
288,1978-12-01T00:00:00,SNOW,GHCND:USC00435376,",,,0",46.8,1978/1979
289,1978-12-01T00:00:00,TAVG,GHCND:USC00435376,",0",20.7,1978/1979
290,1978-12-01T00:00:00,TMAX,GHCND:USC00435376,",,,0",29.4,1978/1979
291,1978-12-01T00:00:00,TMIN,GHCND:USC00435376,",,,0",12.0,1978/1979
292,1978-12-01T00:00:00,EMNT,GHCND:USC00435416,",0,19,",-11.0,1978/1979
293,1978-12-01T00:00:00,EMXT,GHCND:USC00435416,",0,04,",43.0,1978/1979
294,1978-12-01T00:00:00,PRCP,GHCND:USC00435416,",,,0",6.67,1978/1979
295,1978-12-01T00:00:00,SNOW,GHCND:USC00435416,"1,,,0",55.7,1978/1979
296,1978-12-01T00:00:00,TAVG,GHCND:USC00435416,",0",13.3,1978/1979
297,1978-12-01T00:00:00,TMAX,GHCND:USC00435416,",,,0",20.9,1978/1979
298,1978-12-01T00:00:00,TMIN,GHCND:USC00435416,",,,0",5.8,1978/1979
299,1978-12-01T00:00:00,EMNT,GHCND:USC00435542,",0,30,",-14.0,1978/1979
300,1978-12-01T00:00:00,EMXT,GHCND:USC00435542,",0,04,",44.0,1978/1979
301,1978-12-01T00:00:00,PRCP,GHCND:USC00435542,",,,0",3.04,1978/1979
