,date,datatype,station,attributes,value,season
192,1978-12-01T00:00:00,TMIN,GHCND:USC00061762,",,,0",24.4,1978/1979
193,1978-12-01T00:00:00,PRCP,GHCND:USC00062169,",,,0",5.15,1978/1979
194,1978-12-01T00:00:00,SNOW,GHCND:USC00062169,",,,0",0.0,1978/1979
195,1978-12-01T00:00:00,EMNT,GHCND:USC00062658,",0,29,",-2.0,1978/1979
196,1978-12-01T00:00:00,EMXT,GHCND:USC00062658,",0,04,",62.0,1978/1979
197,1978-12-01T00:00:00,PRCP,GHCND:USC00062658,",,,0",3.15,1978/1979
198,1978-12-01T00:00:00,TAVG,GHCND:USC00062658,",0",28.3,1978/1979
199,1978-12-01T00:00:00,TMAX,GHCND:USC00062658,",,,0",39.3,1978/1979
200,1978-12-01T00:00:00,TMIN,GHCND:USC00062658,",,,0",17.3,1978/1979
201,1978-12-01T00:00:00,EMNT,GHCND:USC00063207,",0,11,",15.0,1978/1979
202,1978-12-01T00:00:00,EMXT,GHCND:USC00063207,",0,04,",59.0,1978/1979
203,1978-12-01T00:00:00,PRCP,GHCND:USC00063207,",,,0",6.05,1978/1979
204,1978-12-01T00:00:00,SNOW,GHCND:USC00063207,",,,0",0.5,1978/1979
205,1978-12-01T00:00:00,TAVG,GHCND:USC00063207,",0",34.9,1978/1979
206,1978-12-01T00:00:00,TMAX,GHCND:USC00063207,",,,0",44.3,1978/1979
207,1978-12-01T00:00:00,TMIN,GHCND:USC00063207,",,,0",25.4,1978/1979
208,1978-12-01T00:00:00,EMNT,GHCND:USC00064488,",0,12,+",9.0,1978/1979
209,1978-12-01T00:00:00,EMXT,GHCND:USC00064488,",0,05,",62.0,1978/1979
210,1978-12-01T00:00:00,PRCP,GHCND:USC00064488,",,,0",4.27,1978/1979
211,1978-12-01T00:00:00,SNOW,GHCND:USC00064488,",,,0",4.0,1978/1979
212,1978-12-01T00:00:00,TAVG,GHCND:USC00064488,",0",30.4,1978/1979
213,1978-12-01T00:00:00,TMAX,GHCND:USC00064488,",,,0",41.3,1978/1979
214,1978-12-01T00:00:00,TMIN,GHCND:USC00064488,",,,0",19.5,1978/1979
215,1978-12-01T00:00:00,EMNT,GHCND:USC00064767,",0,29,",14.0,1978/1979
216,1978-12-01T00:00:00,EMXT,GHCND:USC00064767,",0,05,",56.0,1978/1979
217,1978-12-01T00:00:00,PRCP,GHCND:USC00064767,",,,0",4.5,1978/1979
218,1978-12-01T00:00:00,SNOW,GHCND:USC00064767,",,,0",3.0,1978/1979
219,1978-12-01T00:00:00,TAVG,GHCND:USC00064767,",0",33.6,1978/1979
220,1978-12-01T00:00:00,TMAX,GHCND:USC00064767,",,,0",41.4,1978/1979
221,1978-12-01T00:00:00,TMIN,GHCND:USC00064767,",,,0",25.7,1978/1979
222,1978-12-01T00:00:00,EMNT,GHCND:USC00065077,",0,11,",12.0,1978/1979
223,1978-12-01T00:00:00,EMXT,GHCND:USC00065077,",0,05,+",60.0,1978/1979
224,1978-12-01T00:00:00,PRCP,GHCND:USC00065077,",,,0",4.5,1978/1979
225,1978-12-01T00:00:00,SNOW,GHCND:USC00065077,",,,0",3.8,1978/1979
226,1978-12-01T00:00:00,TAVG,GHCND:USC00065077,",0",34.2,1978/1979
227,1978-12-01T00:00:00,TMAX,GHCND:USC00065077,",,,0",43.0,1978/1979
228,1978-12-01T00:00:00,TMIN,GHCND:USC00065077,",,,0",25.3,1978/1979
229,1978-12-01T00:00:00,EMNT,GHCND:USC00065266,",0,28,",18.0,1978/1979
230,1978-12-01T00:00:00,EMXT,GHCND:USC00065266,",0,05,+",60.0,1978/1979
231,1978-12-01T00:00:00,TAVG,GHCND:USC00065266,",0",38.2,1978/1979
232,1978-12-01T00:00:00,TMAX,GHCND:USC00065266,",,,0",45.5,1978/1979
233,1978-12-01T00:00:00,TMIN,GHCND:USC00065266,",,,0",30.8,1978/1979
234,1978-12-01T00:00:00,EMNT,GHCND:USC00065445,",0,29,",4.0,1978/1979
235,1978-12-01T00:00:00,EMXT,GHCND:USC00065445,",0,05,",55.0,1978/1979
236,1978-12-01T00:00:00,PRCP,GHCND:USC00065445,",,,0",4.13,1978/1979
237,1978-12-01T00:00:00,SNOW,GHCND:USC00065445,",,,0",25.3,1978/1979
238,1978-12-01T00:00:00,TAVG,GHCND:USC00065445,",0",25.7,1978/1979
239,1978-12-01T00:00:00,TMAX,GHCND:USC00065445,",,,0",33.8,1978/1979
240,1978-12-01T00:00:00,TMIN,GHCND:USC00065445,",,,0",17.5,1978/1979
241,1978-12-01T00:00:00,EMNT,GHCND:USC00065893,",0,12,",16.0,1978/1979
242,1978-12-01T00:00:00,EMXT,GHCND:USC00065893,",0,05,",65.0,1978/1979
243,1978-12-01T00:00:00,PRCP,GHCND:USC00065893,"1,,,0",4.91,1978/1979
244,1978-12-01T00:00:00,TAVG,GHCND:USC00065893,",0",34.2,1978/1979
245,1978-12-01T00:00:00,TMAX,GHCND:USC00065893,",,,0",43.6,1978/1979
246,1978-12-01T00:00:00,TMIN,GHCND:USC00065893,",,,0",24.9,1978/1979
247,1978-12-01T00:00:00,EMNT,GHCND:USC00065910,",0,12,",12.0,1978/1979
248,1978-12-01T00:00:00,EMXT,GHCND:USC00065910,",0,04,",60.0,1978/1979
249,1978-12-01T00:00:00,PRCP,GHCND:USC00065910,",,,0",5.48,1978/1979
250,1978-12-01T00:00:00,SNOW,GHCND:USC00065910,",,,0",2.3,1978/1979
251,1978-12-01T00:00:00,TAVG,GHCND:USC00065910,",0",33.9,1978/1979
252,1978-12-01T00:00:00,TMAX,GHCND:USC00065910,",,,0",44.3,1978/1979
253,1978-12-01T00:00:00,TMIN,GHCND:USC00065910,",,,0",23.6,1978/1979
254,1978-12-01T00:00:00,PRCP,GHCND:USC00066655,",,,0",4.61,1978/1979
255,1978-12-01T00:00:00,PRCP,GHCND:USC00066966,",,,0",3.46,1978/1979
256,1978-12-01T00:00:00,PRCP,GHCND:USC00067002,",,,0",4.53,1978/1979
257,1978-12-01T00:00:00,PRCP,GHCND:USC00067157,",,,0",4.66,1978/1979
258,1978-12-01T00:00:00,EMNT,GHCND:USC00067373,"1,0,29,+",8.0,1978/1979
259,1978-12-01T00:00:00,EMXT,GHCND:USC00067373,",0,05,",60.0,1978/1979
260,1978-12-01T00:00:00,PRCP,GHCND:USC00067373,",,,0",3.75,1978/1979
261,1978-12-01T00:00:00,SNOW,GHCND:USC00067373,",,,0",10.0,1978/1979
262,1978-12-01T00:00:00,TAVG,GHCND:USC00067373,"1,0",29.6,1978/1979
263,1978-12-01T00:00:00,TMAX,GHCND:USC00067373,",,,0",39.6,1978/1979
264,1978-12-01T00:00:00,TMIN,GHCND:USC00067373,"1,,,0",19.6,1978/1979
265,1978-12-01T00:00:00,PRCP,GHCND:USC00067432,",,,0",4.29,1978/1979
266,1978-12-01T00:00:00,SNOW,GHCND:USC00067432,",,,0",7.0,1978/1979
267,1978-12-01T00:00:00,EMNT,GHCND:USC00067959,"1,0,12,",7.0,1978/1979
268,1978-12-01T00:00:00,EMXT,GHCND:USC00067959,"2,0,06,+",60.0,1978/1979
269,1978-12-01T00:00:00,PRCP,GHCND:USC00067959,",,,0",3.33,1978/1979
270,1978-12-01T00:00:00,TAVG,GHCND:USC00067959,"3,0",29.4,1978/1979
271,1978-12-01T00:00:00,TMAX,GHCND:USC00067959,"2,,,0",42.6,1978/1979
272,1978-12-01T00:00:00,TMIN,GHCND:USC00067959,"1,,,0",16.1,1978/1979
273,1978-12-01T00:00:00,EMNT,GHCND:USC00067970,",0,29,+",15.0,1978/1979
274,1978-12-01T00:00:00,EMXT,GHCND:USC00067970,",0,05,+",65.0,1978/1979
275,1978-12-01T00:00:00,PRCP,GHCND:USC00067970,",,,0",5.05,1978/1979
276,1978-12-01T00:00:00,SNOW,GHCND:USC00067970,",,,0",1.3,1978/1979
277,1978-12-01T00:00:00,TAVG,GHCND:USC00067970,",0",34.8,1978/1979
278,1978-12-01T00:00:00,TMAX,GHCND:USC00067970,",,,0",44.5,1978/1979
279,1978-12-01T00:00:00,TMIN,GHCND:USC00067970,",,,0",25.1,1978/1979
280,1978-12-01T00:00:00,PRCP,GHCND:USC00068065,",,,0",4.79,1978/1979
281,1978-12-01T00:00:00,EMNT,GHCND:USC00068138,",0,11,",11.0,1978/1979
282,1978-12-01T00:00:00,EMXT,GHCND:USC00068138,",0,05,",61.0,1978/1979
283,1978-12-01T00:00:00,PRCP,GHCND:USC00068138,",,,0",4.54,1978/1979
284,1978-12-01T00:00:00,SNOW,GHCND:USC00068138,",,,0",7.0,1978/1979
285,1978-12-01T00:00:00,TAVG,GHCND:USC00068138,",0",31.6,1978/1979
286,1978-12-01T00:00:00,TMAX,GHCND:USC00068138,",,,0",40.0,1978/1979
287,1978-12-01T00:00:00,TMIN,GHCND:USC00068138,",,,0",23.3,1978/1979
288,1978-12-01T00:00:00,PRCP,GHCND:USC00068436,",,,0",4.24,1978/1979
289,1978-12-01T00:00:00,PRCP,GHCND:USC00069162,",,,0",4.33,1978/1979
290,1978-12-01T00:00:00,EMNT,GHCND:USC00069388,",0,12,",7.0,1978/1979
291,1978-12-01T00:00:00,EMXT,GHCND:USC00069388,",0,05,",63.0,1978/1979
292,1978-12-01T00:00:00,PRCP,GHCND:USC00069388,",,,0",4.04,1978/1979
293,1978-12-01T00:00:00,SNOW,GHCND:USC00069388,"2,,,0",4.0,1978/1979
294,1978-12-01T00:00:00,TAVG,GHCND:USC00069388,",0",29.4,1978/1979
295,1978-12-01T00:00:00,TMAX,GHCND:USC00069388,",,,0",40.1,1978/1979
296,1978-12-01T00:00:00,TMIN,GHCND:USC00069388,",,,0",18.7,1978/1979
297,1978-12-01T00:00:00,EMNT,GHCND:USC00069568,",0,11,",7.0,1978/1979
298,1978-12-01T00:00:00,EMXT,GHCND:USC00069568,",0,05,",58.0,1978/1979
299,1978-12-01T00:00:00,PRCP,GHCND:USC00069568,",,,0",4.59,1978/1979
300,1978-12-01T00:00:00,TAVG,GHCND:USC00069568,",0",29.9,1978/1979
