,date,datatype,station,attributes,value,season
35,1978-11-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",51.3,1978/1979
36,1978-11-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",41.5,1978/1979
37,1978-12-01T00:00:00,EMNT,GHCND:USC00374266,",0,29,",10.0,1978/1979
38,1978-12-01T00:00:00,EMXT,GHCND:USC00374266,",0,04,",61.0,1978/1979
39,1978-12-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",5.61,1978/1979
40,1978-12-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",0.3,1978/1979
41,1978-12-01T00:00:00,TAVG,GHCND:USC00374266,",0",34.2,1978/1979
42,1978-12-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",44.9,1978/1979
43,1978-12-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",23.4,1978/1979
44,1978-12-01T00:00:00,EMNT,GHCND:USC00375215,"2,0,29,",19.0,1978/1979
45,1978-12-01T00:00:00,EMXT,GHCND:USC00375215,"2,0,05,",59.0,1978/1979
46,1978-12-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",5.0,1978/1979
47,1978-12-01T00:00:00,SNOW,GHCND:USC00375215,",T,,0",0.0,1978/1979
48,1978-12-01T00:00:00,TAVG,GHCND:USC00375215,"2,0",36.8,1978/1979
49,1978-12-01T00:00:00,TMAX,GHCND:USC00375215,"2,,,0",44.4,1978/1979
50,1978-12-01T00:00:00,TMIN,GHCND:USC00375215,"2,,,0",29.2,1978/1979
51,1978-12-01T00:00:00,EMNT,GHCND:USC00375270,",0,11,",10.0,1978/1979
52,1978-12-01T00:00:00,EMXT,GHCND:USC00375270,",0,04,",60.0,1978/1979
53,1978-12-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",4.78,1978/1979
54,1978-12-01T00:00:00,SNOW,GHCND:USC00375270,",,,0",10.9,1978/1979
55,1978-12-01T00:00:00,TAVG,GHCND:USC00375270,",0",31.0,1978/1979
56,1978-12-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",39.6,1978/1979
57,1978-12-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",22.3,1978/1979
58,1978-12-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",4.3,1978/1979
59,1978-12-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",5.8,1978/1979
60,1978-12-01T00:00:00,EMNT,GHCND:USW00014765,",0,12,+",14.0,1978/1979
61,1978-12-01T00:00:00,EMXT,GHCND:USW00014765,",0,04,",62.0,1978/1979
62,1978-12-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",5.19,1978/1979
63,1978-12-01T00:00:00,SNOW,GHCND:USW00014765,",,,0",2.4,1978/1979
64,1978-12-01T00:00:00,TAVG,GHCND:USW00014765,",0",33.4,1978/1979
65,1978-12-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",42.0,1978/1979
66,1978-12-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",24.8,1978/1979
67,1978-12-01T00:00:00,EMNT,GHCND:USW00094793,",0,29,",20.0,1978/1979
68,1978-12-01T00:00:00,EMXT,GHCND:USW00094793,",0,04,",59.0,1978/1979
69,1978-12-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",5.51,1978/1979
70,1978-12-01T00:00:00,TAVG,GHCND:USW00094793,",0",38.0,1978/1979
71,1978-12-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",43.7,1978/1979
72,1978-12-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",32.3,1978/1979
73,1979-01-01T00:00:00,EMNT,GHCND:USC00374266,",0,20,",-1.0,1978/1979
74,1979-01-01T00:00:00,EMXT,GHCND:USC00374266,",0,02,",57.0,1978/1979
75,1979-01-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",12.41,1978/1979
76,1979-01-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",8.1,1978/1979
77,1979-01-01T00:00:00,TAVG,GHCND:USC00374266,",0",31.1,1978/1979
78,1979-01-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",39.6,1978/1979
79,1979-01-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",22.5,1978/1979
80,1979-01-01T00:00:00,EMNT,GHCND:USC00375215,"1,0,19,",5.0,1978/1979
81,1979-01-01T00:00:00,EMXT,GHCND:USC00375215,"1,0,02,",55.0,1978/1979
82,1979-01-01T00:00:00,PRCP,GHCND:USC00375215,",a,,0",11.81,1978/1979
83,1979-01-01T00:00:00,SNOW,GHCND:USC00375215,",,,0",3.5,1978/1979
84,1979-01-01T00:00:00,TAVG,GHCND:USC00375215,"2,0",32.2,1978/1979
85,1979-01-01T00:00:00,TMAX,GHCND:USC00375215,"1,,,0",39.4,1978/1979
86,1979-01-01T00:00:00,TMIN,GHCND:USC00375215,"1,,,0",24.9,1978/1979
87,1979-01-01T00:00:00,EMNT,GHCND:USC00375270,",0,19,",-1.0,1978/1979
88,1979-01-01T00:00:00,EMXT,GHCND:USC00375270,",0,02,",58.0,1978/1979
89,1979-01-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",14.38,1978/1979
90,1979-01-01T00:00:00,SNOW,GHCND:USC00375270,",,,0",8.8,1978/1979
91,1979-01-01T00:00:00,TAVG,GHCND:USC00375270,",0",27.8,1978/1979
92,1979-01-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",36.0,1978/1979
93,1979-01-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",19.5,1978/1979
94,1979-01-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",11.99,1978/1979
95,1979-01-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",8.5,1978/1979
96,1979-01-01T00:00:00,EMNT,GHCND:USW00014765,",0,19,",2.0,1978/1979
97,1979-01-01T00:00:00,EMXT,GHCND:USW00014765,",0,02,",59.0,1978/1979
98,1979-01-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",11.66,1978/1979
99,1979-01-01T00:00:00,SNOW,GHCND:USW00014765,",,,0",6.0,1978/1979
100,1979-01-01T00:00:00,TAVG,GHCND:USW00014765,",0",30.0,1978/1979
101,1979-01-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",37.7,1978/1979
102,1979-01-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",22.3,1978/1979
103,1979-01-01T00:00:00,EMNT,GHCND:USW00094793,",0,19,",8.0,1978/1979
104,1979-01-01T00:00:00,EMXT,GHCND:USW00094793,",0,21,+",54.0,1978/1979
105,1979-01-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",8.83,1978/1979
106,1979-01-01T00:00:00,TAVG,GHCND:USW00094793,",0",33.0,1978/1979
107,1979-01-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",39.2,1978/1979
108,1979-01-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",26.9,1978/1979
109,1979-02-01T00:00:00,EMNT,GHCND:USC00374266,",0,12,",-14.0,1978/1979
110,1979-02-01T00:00:00,EMXT,GHCND:USC00374266,",0,28,",53.0,1978/1979
111,1979-02-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",4.69,1978/1979
112,1979-02-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",5.4,1978/1979
113,1979-02-01T00:00:00,TAVG,GHCND:USC00374266,",0",21.6,1978/1979
114,1979-02-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",31.1,1978/1979
115,1979-02-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",12.2,1978/1979
116,1979-02-01T00:00:00,EMNT,GHCND:USC00375215,",0,11,",-3.0,1978/1979
117,1979-02-01T00:00:00,EMXT,GHCND:USC00375215,",0,28,",51.0,1978/1979
118,1979-02-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",5.33,1978/1979
119,1979-02-01T00:00:00,SNOW,GHCND:USC00375215,"1,,,0",0.5,1978/1979
120,1979-02-01T00:00:00,TAVG,GHCND:USC00375215,",0",23.2,1978/1979
121,1979-02-01T00:00:00,TMAX,GHCND:USC00375215,",,,0",30.3,1978/1979
122,1979-02-01T00:00:00,TMIN,GHCND:USC00375215,",,,0",16.0,1978/1979
123,1979-02-01T00:00:00,EMNT,GHCND:USC00375270,",0,12,",-11.0,1978/1979
124,1979-02-01T00:00:00,EMXT,GHCND:USC00375270,",0,28,",49.0,1978/1979
125,1979-02-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",3.93,1978/1979
126,1979-02-01T00:00:00,SNOW,GHCND:USC00375270,",,,0",10.6,1978/1979
127,1979-02-01T00:00:00,TAVG,GHCND:USC00375270,",0",18.1,1978/1979
128,1979-02-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",26.2,1978/1979
129,1979-02-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",10.0,1978/1979
130,1979-02-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",3.71,1978/1979
131,1979-02-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",7.0,1978/1979
132,1979-02-01T00:00:00,EMNT,GHCND:USW00014765,",0,14,+",-7.0,1978/1979
133,1979-02-01T00:00:00,EMXT,GHCND:USW00014765,",0,28,",51.0,1978/1979
134,1979-02-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",4.08,1978/1979
135,1979-02-01T00:00:00,SNOW,GHCND:USW00014765,",,,0",5.5,1978/1979
136,1979-02-01T00:00:00,TAVG,GHCND:USW00014765,",0",19.7,1978/1979
137,1979-02-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",27.2,1978/1979
138,1979-02-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",12.3,1978/1979
139,1979-02-01T00:00:00,EMNT,GHCND:USW00094793,",0,18,+",0.0,1978/1979
140,1979-02-01T00:00:00,EMXT,GHCND:USW00094793,",0,28,+",45.0,1978/1979
141,1979-02-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",3.76,1978/1979
142,1979-02-01T00:00:00,TAVG,GHCND:USW00094793,",0",22.0,1978/1979
143,1979-02-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",27.2,1978/1979
144,1979-02-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",16.8,1978/1979
145,1979-03-01T00:00:00,EMNT,GHCND:USC00374266,",0,16,",11.0,1978/1979
146,1979-03-01T00:00:00,EMXT,GHCND:USC00374266,",0,23,",70.0,1978/1979
147,1979-03-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",2.91,1978/1979
148,1979-03-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",0.0,1978/1979
149,1979-03-01T00:00:00,TAVG,GHCND:USC00374266,",0",40.7,1978/1979
150,1979-03-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",50.9,1978/1979
151,1979-03-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",30.4,1978/1979
152,1979-03-01T00:00:00,EMNT,GHCND:USC00375215,"5,0,16,",16.0,1978/1979
153,1979-03-01T00:00:00,EMXT,GHCND:USC00375215,",0,22,",64.0,1978/1979
154,1979-03-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",2.14,1978/1979
155,1979-03-01T00:00:00,SNOW,GHCND:USC00375215,",,,0",0.0,1978/1979
156,1979-03-01T00:00:00,TAVG,GHCND:USC00375215,"5,0",40.4,1978/1979
157,1979-03-01T00:00:00,TMAX,GHCND:USC00375215,",,,0",48.6,1978/1979
158,1979-03-01T00:00:00,TMIN,GHCND:USC00375215,"5,,,0",32.3,1978/1979
159,1979-03-01T00:00:00,EMNT,GHCND:USC00375270,",0,16,",7.0,1978/1979
160,1979-03-01T00:00:00,EMXT,GHCND:USC00375270,",0,23,+",69.0,1978/1979
161,1979-03-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",3.19,1978/1979
162,1979-03-01T00:00:00,SNOW,GHCND:USC00375270,",T,,0",0.0,1978/1979
163,1979-03-01T00:00:00,TAVG,GHCND:USC00375270,",0",39.6,1978/1979
164,1979-03-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",48.9,1978/1979
165,1979-03-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",30.3,1978/1979
166,1979-03-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",2.73,1978/1979
167,1979-03-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",0.0,1978/1979
168,1979-03-01T00:00:00,EMNT,GHCND:USW00014765,",0,16,",14.0,1978/1979
169,1979-03-01T00:00:00,EMXT,GHCND:USW00014765,",0,22,",71.0,1978/1979
170,1979-03-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",2.21,1978/1979
171,1979-03-01T00:00:00,SNOW,GHCND:USW00014765,",T,,0",0.0,1978/1979
172,1979-03-01T00:00:00,TAVG,GHCND:USW00014765,",0",40.4,1978/1979
173,1979-03-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",49.6,1978/1979
174,1979-03-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",31.2,1978/1979
175,1979-03-01T00:00:00,EMNT,GHCND:USW00094793,",0,16,+",19.0,1978/1979
176,1979-03-01T00:00:00,EMXT,GHCND:USW00094793,",0,30,",61.0,1978/1979
177,1979-03-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",1.07,1978/1979
178,1979-03-01T00:00:00,TAVG,GHCND:USW00094793,",0",40.0,1978/1979
179,1979-03-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",46.1,1978/1979
180,1979-03-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",33.9,1978/1979
181,1979-11-01T00:00:00,EMNT,GHCND:USC00374266,",0,30,",22.0,1979/1980
182,1979-11-01T00:00:00,EMXT,GHCND:USC00374266,",0,25,",70.0,1979/1980
183,1979-11-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",5.35,1979/1980
184,1979-11-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",0.0,1979/1980
185,1979-11-01T00:00:00,TAVG,GHCND:USC00374266,",0",47.2,1979/1980
186,1979-11-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",56.8,1979/1980
187,1979-11-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",37.6,1979/1980
188,1979-11-01T00:00:00,EMNT,GHCND:USC00375215,"2,0,17,",23.0,1979/1980
189,1979-11-01T00:00:00,EMXT,GHCND:USC00375215,",0,25,+",65.0,1979/1980
190,1979-11-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",3.8,1979/1980
191,1979-11-01T00:00:00,SNOW,GHCND:USC00375215,",,,0",0.0,1979/1980
192,1979-11-01T00:00:00,TAVG,GHCND:USC00375215,"2,0",48.2,1979/1980
193,1979-11-01T00:00:00,TMAX,GHCND:USC00375215,",,,0",56.2,1979/1980
194,1979-11-01T00:00:00,TMIN,GHCND:USC00375215,"2,,,0",40.2,1979/1980
195,1979-11-01T00:00:00,EMNT,GHCND:USC00375270,",0,30,",23.0,1979/1980
196,1979-11-01T00:00:00,EMXT,GHCND:USC00375270,",0,25,",70.0,1979/1980
197,1979-11-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",5.07,1979/1980
198,1979-11-01T00:00:00,SNOW,GHCND:USC00375270,",T,,0",0.0,1979/1980
199,1979-11-01T00:00:00,TAVG,GHCND:USC00375270,",0",45.3,1979/1980
200,1979-11-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",53.8,1979/1980
201,1979-11-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",36.9,1979/1980
202,1979-11-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",4.47,1979/1980
203,1979-11-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",0.0,1979/1980
204,1979-11-01T00:00:00,EMNT,GHCND:USW00014765,",0,30,+",28.0,1979/1980
205,1979-11-01T00:00:00,EMXT,GHCND:USW00014765,",0,24,",73.0,1979/1980
206,1979-11-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",4.48,1979/1980
207,1979-11-01T00:00:00,SNOW,GHCND:USW00014765,",,,0",0.0,1979/1980
208,1979-11-01T00:00:00,TAVG,GHCND:USW00014765,",0",48.2,1979/1980
209,1979-11-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",56.8,1979/1980
210,1979-11-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",39.6,1979/1980
211,1979-11-01T00:00:00,EMNT,GHCND:USW00094793,",0,16,",32.0,1979/1980
212,1979-11-01T00:00:00,EMXT,GHCND:USW00094793,",0,25,",66.0,1979/1980
213,1979-11-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",2.83,1979/1980
214,1979-11-01T00:00:00,TAVG,GHCND:USW00094793,",0",51.4,1979/1980
215,1979-11-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",56.3,1979/1980
216,1979-11-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",46.5,1979/1980
217,1979-12-01T00:00:00,EMNT,GHCND:USC00374266,",0,19,",6.0,1979/1980
218,1979-12-01T00:00:00,EMXT,GHCND:USC00374266,",0,12,",60.0,1979/1980
219,1979-12-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",1.54,1979/1980
220,1979-12-01T00:00:00,SNOW,GHCND:USC00374266,",T,,0",0.0,1979/1980
221,1979-12-01T00:00:00,TAVG,GHCND:USC00374266,",0",36.7,1979/1980
222,1979-12-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",45.6,1979/1980
223,1979-12-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",27.8,1979/1980
224,1979-12-01T00:00:00,EMNT,GHCND:USC00375215,",0,19,",8.0,1979/1980
225,1979-12-01T00:00:00,EMXT,GHCND:USC00375215,",0,16,+",57.0,1979/1980
226,1979-12-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",2.84,1979/1980
227,1979-12-01T00:00:00,SNOW,GHCND:USC00375215,",,,0",0.1,1979/1980
228,1979-12-01T00:00:00,TAVG,GHCND:USC00375215,",0",37.2,1979/1980
229,1979-12-01T00:00:00,TMAX,GHCND:USC00375215,",,,0",45.6,1979/1980
230,1979-12-01T00:00:00,TMIN,GHCND:USC00375215,",,,0",28.8,1979/1980
231,1979-12-01T00:00:00,EMNT,GHCND:USC00375270,",0,19,",1.0,1979/1980
232,1979-12-01T00:00:00,EMXT,GHCND:USC00375270,",0,12,",63.0,1979/1980
233,1979-12-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",1.74,1979/1980
234,1979-12-01T00:00:00,SNOW,GHCND:USC00375270,",,,0",0.4,1979/1980
235,1979-12-01T00:00:00,TAVG,GHCND:USC00375270,",0",33.5,1979/1980
236,1979-12-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",42.2,1979/1980
237,1979-12-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",24.9,1979/1980
238,1979-12-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",1.62,1979/1980
239,1979-12-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",0.0,1979/1980
240,1979-12-01T00:00:00,EMNT,GHCND:USW00014765,",0,19,",4.0,1979/1980
241,1979-12-01T00:00:00,EMXT,GHCND:USW00014765,",0,12,",69.0,1979/1980
242,1979-12-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",1.81,1979/1980
243,1979-12-01T00:00:00,SNOW,GHCND:USW00014765,",T,,0",0.0,1979/1980
244,1979-12-01T00:00:00,TAVG,GHCND:USW00014765,",0",37.3,1979/1980
245,1979-12-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",46.4,1979/1980
246,1979-12-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",28.2,1979/1980
247,1979-12-01T00:00:00,EMNT,GHCND:USW00094793,",0,19,",15.0,1979/1980
248,1979-12-01T00:00:00,EMXT,GHCND:USW00094793,",0,16,+",58.0,1979/1980
249,1979-12-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",1.98,1979/1980
250,1979-12-01T00:00:00,TAVG,GHCND:USW00094793,",0",40.8,1979/1980
251,1979-12-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",46.5,1979/1980
252,1979-12-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",35.1,1979/1980
253,1980-01-01T00:00:00,EMNT,GHCND:USC00374266,",0,07,",5.0,1979/1980
254,1980-01-01T00:00:00,EMXT,GHCND:USC00374266,",0,12,",56.0,1979/1980
255,1980-01-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",1.69,1979/1980
256,1980-01-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",0.7,1979/1980
257,1980-01-01T00:00:00,TAVG,GHCND:USC00374266,",0",29.9,1979/1980
258,1980-01-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",38.9,1979/1980
259,1980-01-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",20.9,1979/1980
260,1980-01-01T00:00:00,EMNT,GHCND:USC00375215,",0,31,",10.0,1979/1980
261,1980-01-01T00:00:00,EMXT,GHCND:USC00375215,",0,12,",56.0,1979/1980
262,1980-01-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",1.31,1979/1980
263,1980-01-01T00:00:00,SNOW,GHCND:USC00375215,",,,0",0.5,1979/1980
264,1980-01-01T00:00:00,TAVG,GHCND:USC00375215,",0",31.4,1979/1980
265,1980-01-01T00:00:00,TMAX,GHCND:USC00375215,",,,0",39.0,1979/1980
266,1980-01-01T00:00:00,TMIN,GHCND:USC00375215,",,,0",23.9,1979/1980
267,1980-01-01T00:00:00,EMNT,GHCND:USC00375270,",0,31,",7.0,1979/1980
268,1980-01-01T00:00:00,EMXT,GHCND:USC00375270,",0,12,+",56.0,1979/1980
269,1980-01-01T00:00:00,PRCP,GHCND:USC00375270,",,,0",1.49,1979/1980
270,1980-01-01T00:00:00,SNOW,GHCND:USC00375270,",,,0",0.8,1979/1980
271,1980-01-01T00:00:00,TAVG,GHCND:USC00375270,",0",26.5,1979/1980
272,1980-01-01T00:00:00,TMAX,GHCND:USC00375270,",,,0",34.9,1979/1980
273,1980-01-01T00:00:00,TMIN,GHCND:USC00375270,",,,0",18.2,1979/1980
274,1980-01-01T00:00:00,PRCP,GHCND:USC00379423,",,,0",1.45,1979/1980
275,1980-01-01T00:00:00,SNOW,GHCND:USC00379423,",,,0",0.0,1979/1980
276,1980-01-01T00:00:00,EMNT,GHCND:USW00014765,",0,31,",11.0,1979/1980
277,1980-01-01T00:00:00,EMXT,GHCND:USW00014765,",0,12,+",58.0,1979/1980
278,1980-01-01T00:00:00,PRCP,GHCND:USW00014765,",,,0",1.4,1979/1980
279,1980-01-01T00:00:00,SNOW,GHCND:USW00014765,",,,0",0.6,1979/1980
280,1980-01-01T00:00:00,TAVG,GHCND:USW00014765,",0",29.7,1979/1980
281,1980-01-01T00:00:00,TMAX,GHCND:USW00014765,",,,0",37.4,1979/1980
282,1980-01-01T00:00:00,TMIN,GHCND:USW00014765,",,,0",21.9,1979/1980
283,1980-01-01T00:00:00,EMNT,GHCND:USW00094793,",0,31,",15.0,1979/1980
284,1980-01-01T00:00:00,EMXT,GHCND:USW00094793,",0,11,",56.0,1979/1980
285,1980-01-01T00:00:00,PRCP,GHCND:USW00094793,",,,0",0.8,1979/1980
286,1980-01-01T00:00:00,TAVG,GHCND:USW00094793,",0",33.3,1979/1980
287,1980-01-01T00:00:00,TMAX,GHCND:USW00094793,",,,0",38.6,1979/1980
288,1980-01-01T00:00:00,TMIN,GHCND:USW00094793,",,,0",27.9,1979/1980
289,1980-02-01T00:00:00,EMNT,GHCND:USC00374266,",0,04,",2.0,1979/1980
290,1980-02-01T00:00:00,EMXT,GHCND:USC00374266,",0,21,",54.0,1979/1980
291,1980-02-01T00:00:00,PRCP,GHCND:USC00374266,",,,0",1.42,1979/1980
292,1980-02-01T00:00:00,SNOW,GHCND:USC00374266,",,,0",5.1,1979/1980
293,1980-02-01T00:00:00,TAVG,GHCND:USC00374266,",0",26.9,1979/1980
294,1980-02-01T00:00:00,TMAX,GHCND:USC00374266,",,,0",38.0,1979/1980
295,1980-02-01T00:00:00,TMIN,GHCND:USC00374266,",,,0",15.8,1979/1980
296,1980-02-01T00:00:00,EMNT,GHCND:USC00375215,",0,01,",7.0,1979/1980
297,1980-02-01T00:00:00,EMXT,GHCND:USC00375215,",0,21,",54.0,1979/1980
298,1980-02-01T00:00:00,PRCP,GHCND:USC00375215,",,,0",1.07,1979/1980
299,1980-02-01T00:00:00,SNOW,GHCND:USC00375215,",,,0",3.8,1979/1980
300,1980-02-01T00:00:00,TAVG,GHCND:USC00375215,",0",28.5,1979/1980
301,1980-02-01T00:00:00,TMAX,GHCND:USC00375215,",,,0",37.0,1979/1980
